α,β,L1,L2,L3
79.191226,78.004359,-23.333333,8.779831,14.553503
83.021683,-84.145768,39.333333,8.046959,-47.380293
-3.834334,37.278433,-18,-36.612009,54.612009
-53.012097,-27.481335,44.666667,-37.344881,-7.321786
-46.025356,-48.214576,-12.666667,21.922248,-9.255581
-80.913331,71.660512,50,20.612009,-70.612009
47.970319,66.20683,-7.333333,-24.046959,31.380293
42.212607,9.790947,55.333333,-24.779831,-30.553503
-4.244985,-18.528971,-2,34.487298,-32.487298
71.775431,-75.341776,-59.333333,-10.171671,69.505004
-61.827044,-69.182566,3.333333,-10.904542,7.571209
81.814144,-1.889323,-54,47.785219,6.214781
28.193633,3.004823,8.666667,47.052348,-55.719015
34.776248,-68.889084,-48.666667,2.39338,46.273287
-6.777698,-77.682576,14,1.660508,-15.660508
-63.871075,38.472162,-43.333333,60.927637,-17.594303
66.838665,43.178599,20,-44.642032,24.642032
64.598675,51.1812,-37.333333,14.625096,22.708237
44.390981,-59.814404,25.333333,13.892225,-39.225558
-32.939952,50.270347,-32,-30.766744,62.766744
-69.25305,-55.424036,30.666667,-31.499615,0.832948
-67.287539,-51.362442,-26.666667,27.767513,-1.100847
70.517802,-55.197299,36,26.457275,-62.457275
18.39182,71.325856,-21.333333,-18.201694,39.535027
-31.217027,60.514217,41.333333,-18.934565,-22.398768
-25.940388,-10.00666,-16,40.332564,-24.332564
-81.30381,30.423896,46.666667,-64.326405,17.659738
-55.535501,-73.892255,-10.666667,-5.636644,16.30331
-53.13428,60.246407,52,-6.369515,-45.630485
6.602861,11.338397,-5.333333,52.897614,-47.56428
32.117364,-52.070066,57.333333,-51.761355,-5.571978
-47.974234,-70.388493,0,7.505774,-7.505774
87.784227,-84.158019,-57.333333,66.195535,-8.862202
45.799155,41.932489,5.333333,-38.463433,33.1301
46.426259,22.855236,-52,20.803695,31.196305
9.109246,-43.872201,10.666667,20.070824,-30.73749
-68.615764,70.720679,-46.666667,-24.588145,71.254811
-83.05908,-81.678382,16,-25.321016,9.321016
-89.320037,-87.461565,-41.333333,33.368745,7.964588
42.197947,-26.344172,21.333333,32.635874,-53.969207
-57.510626,83.093259,-36,-12.023095,48.023095
-27.319488,76.487254,26.666667,-12.755966,-13.910701
-48.956544,-0.265778,-30.666667,46.511162,-15.844496
74.929023,0.600578,32.666667,-59.058507,26.39184
-27.88619,-71.748605,-24.666667,0.208622,24.458045
-85.892653,87.710346,38,-0.524249,-37.475751
-14.442561,22.089492,-19.333333,58.742879,-39.409546
-68.569667,-32.53283,43.333333,-45.916089,2.582756
-69.159342,-71.63144,-14,13.351039,0.648961
-80.346766,77.225335,48.666667,12.040801,-60.707467
23.653134,46.299899,-8.666667,-32.618168,41.284834
-14.526068,31.453565,54,-33.351039,-20.648961
-17.4191,-34.394771,-3.333333,25.916089,-22.582756
78.835494,-77.144575,59.333333,-78.742879,19.409546
85.787434,86.87945,2,-20.053118,18.053118
68.318787,19.091578,-55.333333,39.214011,16.119323
17.276643,-11.482954,7.333333,38.481139,-45.814473
69.842791,-80.953245,-50,-6.177829,56.177829
68.955863,86.943252,12.666667,-6.910701,-5.755966
-74.745364,24.560248,-44.666667,52.356428,-7.689761
51.782514,14.157005,18,-52.879908,34.879908
5.795358,-64.020174,-39.333333,6.387221,32.946112
40.674891,-71.55894,23.333333,5.654349,-28.987683
-42.201675,37.029169,-34,64.921478,-30.921478
-88.531382,-86.473111,28.666667,-39.73749,11.070824
-87.934523,-86.762169,-28.666667,18.952271,9.714396
65.646935,-63.264971,34,18.2194,-52.2194
-5.918904,55.818833,-23.333333,-26.439569,49.772902
-15.396925,49.234546,39.333333,-27.17244,-12.160893
-40.405467,-28.678789,-18,32.094688,-14.094688
-88.696332,85.476371,45.333333,-73.474981,28.141647
76.901731,84.962524,-12,-14.207852,26.207852
-39.275453,55.0993,50.666667,-14.940724,-35.725943
-0.064803,-0.307523,-6.666667,44.326405,-37.659738
48.825006,-59.689921,56,-60.332564,4.332564
80.674017,-46.598751,-1.333333,-1.065435,2.398768
30.346172,21.548029,-58.666667,57.624326,1.04234
17.325089,-51.353751,4,-47.034642,43.034642
-6.543933,-60.50894,-53.333333,12.232487,41.100847
-71.724384,63.55367,9.333333,11.499615,-20.832948
74.031729,67.827365,-48,70.766744,-22.766744
73.307969,52.922309,14.666667,-34.469592,19.802925
33.819658,-39.714501,-42.666667,24.797537,17.86913
-46.718962,69.085423,20,24.064665,-44.064665
-3.087737,63.131229,-37.333333,-20.594303,57.927637
-63.466859,-25.389813,25.333333,-21.327175,-4.006159
64.456489,-26.348513,-32,37.939954,-5.939954
87.813028,89.836474,30.666667,-67.296382,36.629715
-61.235401,78.852276,-26.666667,-8.029253,34.69592
-26.794429,8.006064,36,-8.762125,-27.237875
-83.127783,-40.283063,-21.333333,50.505004,-29.171671
82.173261,83.329905,41.333333,-54.153965,12.820631
-77.002587,78.114311,-16,4.535797,11.464203
7.402631,29.627941,46.666667,3.802925,-50.469592
-46.267114,-18.703205,-10.666667,-40.856043,51.52271
-34.906963,-52.213864,52,-41.588915,-10.411085
80.167512,-73.00824,-5.333333,17.678214,-12.344881
56.408266,62.868132,57.333333,16.367975,-73.701309
53.076672,19.011022,0.666667,-28.624326,27.95766
7.589761,-25.845607,-56.666667,30.642802,26.023865
-88.108567,88.694464,6,29.909931,-35.909931
-63.954905,-65.90365,-51.333333,-14.749038,66.082371
-86.24478,-47.26921,11.333333,-15.481909,4.148576
40.1905,-5.933439,-46,43.207852,2.792148
39.868953,-79.077683,16.666667,42.474981,-59.141647
54.523153,-85.471241,-40.666667,-2.183988,42.850654
-51.245473,23.02852,22,-2.916859,-19.083141
75.85182,44.797961,-35.333333,56.350269,-21.016936
69.844822,63.781427,27.333333,-48.886066,21.552733
65.602603,-72.863454,-30,10.381062,19.618938
-17.794702,40.817577,32.666667,9.648191,-42.314858
-63.034107,-40.539897,-24.666667,-35.010778,59.677444
-58.605112,-51.702559,38,-35.743649,-2.256351
85.334422,-81.239941,-19.333333,23.52348,-4.190146
32.434485,65.541199,43.333333,22.213241,-65.546574
-25.518623,48.394572,-14,-22.445727,36.445727
-16.100923,-16.552415,48.666667,-23.178599,-25.488068
-69.303086,20.359961,-8.666667,36.08853,-27.421863
-65.095952,-75.183768,54,-68.570439,14.570439
68.801075,-2.510304,-3.333333,-9.880677,13.214011
16.168388,5.244145,59.333333,-10.613549,-48.719784
37.101919,-62.920952,2,48.65358,-50.65358
-37.494627,-76.099288,-55.333333,3.994611,51.338722
-77.220125,57.146362,7.333333,3.26174,-10.595073
55.749487,38.168704,-50,62.528868,-12.528868
54.21955,35.100229,13.333333,-43.040801,29.707467
26.590624,-53.540895,-44,16.226328,27.773672
-49.1537,55.969884,18.666667,15.493457,-34.160123
-78.402042,-72.158554,-38.666667,-29.165512,67.832179
-79.350029,-65.224209,24,-29.898383,5.898383
57.643688,-42.244828,-33.333333,28.791378,4.541955
-9.944171,73.919301,29.333333,28.058507,-57.39184
-27.53759,66.785954,-28,-16.600462,44.600462
-38.384124,-8.350973,34.666667,-17.333333,-17.333333
86.376224,-51.729397,-22.666667,41.933795,-19.267129
-50.12956,-76.131146,40,-63.30254,23.30254
-64.104682,72.661016,-17.333333,-4.035412,21.368745
-3.825614,14.116508,45.333333,-4.768283,-40.56505
-60.237082,-17.301864,-12,54.498845,-42.498845
-62.432352,-72.586416,50.666667,-50.160123,-0.506543
74.763927,-51.572271,-6.666667,9.107005,-2.440339
34.005135,41.282246,56,7.796767,-63.796767
35.105227,14.140883,-1.333333,-36.862202,38.195535
-6.290158,-42.155918,-58.666667,22.404927,36.26174
-83.790104,83.290424,4,21.672055,-25.672055
87.78148,87.814178,-53.333333,-22.986913,76.320246
78.683954,47.300385,9.333333,-24.297152,14.963818
28.98583,-20.359985,-48,34.969977,13.030023
-83.960113,87.981092,14.666667,34.237105,-48.903772
-0.353195,79.988312,-42.666667,-10.421863,53.08853
-61.606609,3.528788,20,-11.154734,-8.845266
63.540631,4.557375,-37.333333,48.112394,-10.779061
-10.207139,-71.176538,26,-57.457275,31.457275
75.921148,-84.034479,-31.333333,1.809854,29.52348
-28.127421,25.950116,31.333333,1.076982,-32.410316
-79.141229,-56.518761,-26,60.344111,-34.344111
-80.09132,-78.842926,36.666667,-44.314858,7.648191
84.968146,-84.091844,-20.666667,14.374904,6.291763
9.708944,47.78315,42,13.642032,-55.642032
-14.422061,38.137831,-15.333333,-31.016936,46.350269
-30.377875,-33.950768,47.333333,-31.749808,-15.583526
-75.217397,50.779637,-10,27.517321,-17.517321
76.127981,82.12371,52.666667,-77.719015,25.052348
55.926866,9.67211,-4.666667,-18.451886,23.118553
5.448891,-7.471791,58,-19.184758,-38.815242
62.317532,-73.140629,0.666667,40.082371,-40.749038
80.304626,87.253741,-56.666667,-4.576597,61.243264
-87.57676,71.729617,6,-5.309469,-0.690531
40.40255,15.200064,-51.333333,53.380293,-2.046959
15.411042,-60.621945,11.333333,-51.278676,39.945343
14.605677,-67.629792,-46,7.988453,38.011547
-56.433505,45.61435,16.666667,7.255581,-23.922248
81.087275,72.836115,-40.666667,66.52271,-25.856043
81.152254,73.489008,22,-38.713626,16.713626
49.678188,-52.195312,-35.333333,20.553503,14.779831
-24.816487,59.673433,27.333333,19.820631,-47.153965
-53.5174,-40.62899,-30,-24.838337,54.838337
-52.261113,-29.664415,32.666667,-25.571209,-7.095458
78.332343,-55.67837,-24.666667,33.69592,-9.029253
65.2089,84.023742,38,32.385681,-70.385681
-44.806928,65.183132,-18.666667,-12.60662,31.273287
-14.085714,-0.084455,44,-13.339492,-30.660508
-71.49945,-4.666785,-13.333333,45.927637,-32.594303
83.210786,85.82849,49.333333,-58.731332,9.397998
-57.561684,58.105655,-8,-0.04157,8.04157
18.394532,22.490604,54.666667,-0.774442,-53.892225
20.27092,-45.819966,-2.666667,-45.43341,48.100077
-23.875753,-57.713685,60,-46.166282,-13.833718
-85.578781,82.365615,2.666667,13.100847,-15.767513
63.257865,60.759802,-54.666667,72.367975,-17.701309
61.622077,31.966815,8,-32.86836,24.86836
19.810589,-34.406367,-49.333333,26.398768,22.934565
-66.036212,75.340781,13.333333,25.665897,-38.99923
-63.446069,-60.357372,-44,-18.993072,62.993072
-76.165009,-34.316352,18.666667,-19.725943,1.059276
51.901954,-17.056026,-38.666667,38.963818,-0.297152
52.146699,-87.613042,24,38.230947,-62.230947
-68.89749,84.991731,-33.333333,-6.428022,39.761355
-39.08369,11.84084,29.333333,-7.160893,-22.17244
85.837783,61.715016,-28,52.106236,-24.106236
73.905717,73.151307,34.666667,-53.1301,18.463433
87.842225,-88.339798,-22.666667,6.137028,16.529638
-5.0512,32.397727,40,5.404157,-45.404157
-55.978957,-27.077507,-17.333333,-39.254811,56.588145
-48.608153,-53.875243,45.333333,-39.987683,-5.345651
-77.681423,68.076921,-12,19.279446,-7.279446
43.89617,61.060193,50.666667,17.969207,-68.635874
40.798189,11.197027,-6,-27.023095,33.023095
-5.035571,-23.646798,56.666667,-27.755966,-28.910701
77.873087,-79.712824,-0.666667,31.511162,-30.844496
-69.650376,-74.252654,-58,-13.147806,71.147806
81.409008,16.953746,4.666667,-14.458045,9.791378
28.123574,-2.402569,-52.666667,44.809084,7.857583
44.955235,-74.242391,10,44.076212,-54.076212
-14.129812,-82.243252,-47.333333,-0.582756,47.916089
-64.302338,32.695415,15.333333,-1.315627,-14.017706
64.344223,34.651656,-42,57.951501,-15.951501
60.376251,48.067524,20.666667,-47.284834,26.618168
46.458546,-64.191298,-36.666667,11.982294,24.684373
-32.931684,44.686847,26,11.249423,-37.249423
-72.78323,-58.183284,-31.333333,-33.409546,64.742879
-70.676777,-59.091405,31.333333,-34.142417,2.809084
71.88377,-61.094159,-26,24.547344,1.452656
13.56872,66.882956,36.666667,23.814473,-60.481139
-25.105834,55.892794,-20.666667,-20.844496,41.511162
-28.205712,-15.167524,42,-21.577367,-20.422633
-81.508235,43.695207,-15.333333,37.689761,-22.356428
-66.722345,-79.483243,47.333333,-67.546574,20.213241
-48.355932,57.308244,-10,-8.279446,18.279446
4.972309,6.752369,52.666667,-9.012317,-43.654349
37.311543,-55.908827,-4.666667,50.254811,-45.588145
-56.527065,-76.352522,58,-54.404157,-3.595843
89.591159,-88.721152,0.666667,4.862972,-5.529638
43.951036,35.772336,-56.666667,63.552733,-6.886066
43.650873,23.069593,6.666667,-41.439569,34.772902
8.967774,-49.78561,-50.666667,17.82756,32.839107
-64.65152,64.931902,12,17.094688,-29.094688
-87.204306,-86.306289,-45.333333,-27.56428,72.897614
88.936433,86.744524,17.333333,-28.874519,11.541186
43.253602,-32.453227,-40,30.39261,9.60739
-44.187556,78.096871,22.666667,29.659738,-52.326405
-19.280641,72.102755,-34.666667,-14.99923,49.665897
-50.719393,-6.483097,28,-15.732102,-12.267898
74.318553,-12.636035,-29.333333,43.535027,-14.201694
-37.304116,-77.341288,33.333333,-61.701309,28.367975
-77.441424,83.420235,-24,-2.43418,26.43418
-15.766396,16.622712,38.666667,-3.167052,-35.499615
-71.069416,-30.70762,-18.666667,56.100077,-37.43341
-74.399983,-77.070281,44,-48.558891,4.558891
-77.57914,74.924741,-13.333333,10.13087,3.202463
21.236186,41.68117,49.333333,9.397998,-58.731332
23.972969,7.9206,-8,-35.26097,43.26097
-19.715106,-39.460237,54.666667,-35.993841,-18.672825
82.131469,-80.092139,-2.666667,23.273287,-20.60662
79.237161,81.556466,-60,-21.385681,81.385681
66.259071,22.099579,2.666667,-22.69592,20.029253
16.399066,-15.86401,-54.666667,36.571209,18.095458
80.26132,-85.299415,8,35.838337,-43.838337
46.665131,82.588025,-49.333333,-8.820631,58.153965
-74.684824,11.697965,13.333333,-9.553503,-3.779831
51.157406,6.899296,-44,49.136259,-5.136259
7.494884,-69.246027,18.666667,-55.52271,36.856043
50.601225,-78.023731,-38,3.411085,34.588915
-41.567899,31.582525,24.666667,2.678214,-27.344881
89.261929,87.904771,-32.666667,61.945343,-29.278676
88.592257,88.01115,30,-43.290993,13.290993
69.104365,-69.0151,-27.333333,15.976135,11.357198
-5.734866,50.505475,35.333333,15.243264,-50.576597
-48.427288,-30.59198,-22,-29.415704,51.415704
-42.68724,-34.174904,40.666667,-30.148576,-10.518091
-87.911706,83.983792,-16.666667,29.118553,-12.451886
64.356848,79.436125,46,27.808314,-73.808314
-34.093969,51.420361,-11.333333,-16.850654,28.183988
-4.564911,-5.989862,51.333333,-17.583526,-33.749808
54.405726,-63.049045,-6,41.683603,-35.683603
76.877991,84.240823,56.666667,-62.975366,6.308699
79.885849,-35.263999,-0.666667,-4.285604,4.952271
28.315479,16.298848,-58,54.981524,3.018476
21.039305,-55.69105,4.666667,-49.677444,45.010778
-8.985076,-64.320479,-52.666667,9.589684,43.076982
-70.436461,58.432578,10,8.856813,-18.856813
70.377879,60.666957,-47.333333,68.123941,-20.790608
69.890811,50.319433,15.333333,-37.112394,21.779061
34.453751,-44.870902,-42,22.154734,19.845266
-44.285439,64.137525,20.666667,21.421863,-42.08853
-61.560214,-52.897078,-36.666667,-23.237105,59.903772
-64.489829,-33.692315,26,-23.969977,-2.030023
65.531044,-35.15337,-31.333333,34.719784,-3.386451
40.500675,84.555046,31.333333,33.986913,-65.320246
-47.666408,72.881881,-25.333333,-11.005389,36.338722
-27.622601,2.752639,37.333333,-11.73826,-25.595073
-83.52397,-21.776978,-20,47.528868,-27.528868
75.670933,78.59808,42.666667,-57.707467,15.040801
-70.436561,73.140866,-14.666667,1.559661,13.107005
6.806612,24.448259,48,0.82679,-48.82679
-47.599416,-16.983354,-9.333333,-43.832179,53.165512
-39.073791,-57.558831,53.333333,-44.56505,-8.768283
81.550863,-73.690587,-4,14.702079,-10.702079
51.294296,56.667718,58.666667,13.39184,-72.058507
50.099756,19.433966,1.333333,-31.267129,29.933795
6.101628,-31.725714,-56,28,28
-83.131849,84.821071,6.666667,27.267129,-33.933795
-70.05947,-70.66467,-50.666667,-17.39184,68.058507
-88.113056,-75.043153,12,-18.702079,6.702079
39.372965,-11.277252,-45.333333,40.56505,4.768283
58.850831,-83.783116,17.333333,39.832179,-57.165512
-83.37328,89.363323,-40,-4.82679,44.82679
-52.367111,17.557515,22.666667,-5.559661,-17.107005
73.669251,32.538965,-34.666667,53.707467,-19.040801
64.466217,58.802775,28,-51.528868,23.528868
70.402615,-77.572441,-29.333333,7.73826,21.595073
-18.948578,35.300567,33.333333,7.005389,-40.338722
-66.597706,-42.052824,-24,-37.65358,61.65358
-61.468807,-58.075074,38.666667,-38.386451,-0.280216
88.623838,-87.708067,-18.666667,20.30331,-1.636644
28.256018,59.891863,44,19.570439,-63.570439
-22.123316,43.912565,-12.666667,-25.421863,38.08853
-16.870828,-21.762943,50,-26.154734,-23.845266
66.354824,-66.280012,-7.333333,33.112394,-25.779061
-74.842243,-80.669419,55.333333,-71.546574,16.213241
68.810908,4.322875,-2,-12.856813,14.856813
15.953127,0.450977,-59.333333,46.410316,12.923018
45.614629,-68.207281,3.333333,45.677444,-49.010778
-48.644394,-80.513603,-54,1.018476,52.981524
-77.34535,51.773184,8.666667,0.285604,-8.952271
53.186869,31.270252,-48.666667,58.975366,-10.308699
50.275376,33.334317,14,-45.683603,31.683603
27.759912,-59.808091,-43.333333,13.583526,29.749808
-47.917825,51.201806,19.333333,12.850654,-32.183988
-82.200926,-76.765343,-38,-31.808314,69.808314
-82.490447,-74.060505,24.666667,-33.118553,8.451886
57.322005,-46.575254,-32.666667,26.148576,6.518091
-10.575881,68.901594,30,25.415704,-55.415704
-22.607738,62.734319,-27.333333,-19.243264,46.576597
-39.764393,-13.677566,35.333333,-19.976135,-15.357198
85.822173,-61.886422,-22,39.290993,-17.290993
-63.854366,-81.651685,40.666667,-65.945343,25.278676
-57.305158,68.850941,-16.666667,-6.678214,23.344881
-5.088144,8.47437,46,-7.411085,-38.588915
-61.707665,-14.011773,-11.333333,51.856043,-40.52271
-70.466244,-78.45259,51.333333,-52.802925,1.469592
76.407552,-50.354702,-6,5.886836,0.113164
32.093193,35.334837,56.666667,5.153965,-61.820631
11.030571,-38.057357,-0.666667,-39.505004,40.171671
-7.008602,-47.7122,-57.333333,19.428791,37.904542
-79.745178,77.875384,5.333333,18.69592,-24.029253
82.499681,81.929322,-52,77.963048,-25.963048
76.935753,49.114585,10.666667,-27.273287,16.60662
30.135189,-26.41498,-46.666667,31.993841,14.672825
-68.506085,81.759645,16,31.26097,-47.26097
0.643053,75.381694,-41.333333,-13.397998,54.731332
-62.903837,-4.457718,21.333333,-14.13087,-7.202463
62.025933,-3.722111,-36,44.558891,-8.558891
-12.536826,-76.560422,26.666667,-60.100077,33.43341
86.238465,-88.593131,-30.666667,-0.832948,31.499615
-28.644793,21.091655,32,-1.56582,-30.43418
-81.75944,-58.970772,-25.333333,57.701309,-32.367975
-85.674777,-85.424016,37.333333,-47.535027,10.201694
87.710234,-87.552264,-20,11.732102,8.267898
7.613733,43.124097,42.666667,10.99923,-53.665897
-42.716262,-22.23897,-14.666667,-33.659738,48.326405
-33.624297,-39.855622,48,-34.39261,-13.60739
-74.265261,53.025749,-9.333333,24.874519,-15.541186
67.771471,76.563708,53.333333,23.56428,-76.897614
53.963041,11.851524,-4,-21.094688,25.094688
4.460964,-13.376625,58.666667,-21.82756,-36.839107
68.911735,-76.564412,1.333333,37.439569,-38.772902
64.077102,82.443467,-56,-7.2194,63.2194
-87.139856,54.353013,6.666667,-8.529638,1.862972
39.177979,8.778032,-50.666667,50.73749,-0.070824
19.719663,-65.96872,12,-53.921478,41.921478
17.998202,-72.64705,-44.666667,5.012317,39.654349
-55.168577,39.588993,18,4.279446,-22.279446
78.507028,64.816386,-39.333333,63.546574,-24.213241
77.585979,69.372556,23.333333,-41.689761,18.356428
52.524534,-57.889757,-34,17.577367,16.422633
-23.063722,53.326293,28.666667,16.844496,-45.511162
-57.17037,-41.850095,-28.666667,-27.814473,56.481139
-54.937514,-36.44472,34,-28.547344,-5.452656
78.805054,-61.980255,-23.333333,30.142417,-6.809084
48.666844,78.746347,39.333333,29.409546,-68.742879
-37.871867,60.836026,-18,-15.249423,33.249423
-15.828315,-4.342825,44.666667,-15.982294,-28.684373
-72.401815,3.833954,-12.666667,43.284834,-30.618168
73.862846,80.350216,50,-61.374134,11.374134
67.303736,-16.084793,-7.333333,-2.684373,10.017706
16.734716,17.835641,55.333333,-3.417244,-51.916089
25.111337,-50.692283,-2,-48.076212,50.076212
-27.8675,-62.514984,-59.333333,11.190916,48.142417
-84.031788,78.325532,3.333333,10.458045,-13.791378
59.328849,54.253492,-54,69.147806,-15.147806
58.490516,31.614801,8.666667,-35.511162,26.844496
19.423205,-40.793319,-48.666667,23.755966,24.910701
-62.07536,70.90542,14,23.023095,-37.023095
-69.175766,-65.279734,-43.333333,-21.635874,64.969207
-77.580935,-45.951597,19.333333,-22.946112,3.612779
53.265143,-24.704271,-38,36.321016,1.678984
-46.425006,86.836239,24.666667,35.588145,-60.254811
-51.025553,79.913684,-32.666667,-9.070824,41.73749
-39.54399,6.064822,30.666667,-10.137028,-20.529638
84.874698,38.950044,-26.666667,49.1301,-22.463433
67.495144,67.930631,36,-56.106236,20.106236
-85.189777,86.532405,-21.333333,3.160893,18.17244
-5.702449,26.214876,41.333333,2.428022,-43.761355
-58.221776,-25.698721,-16,-42.230947,58.230947
-52.918124,-59.59597,46.666667,-42.963818,-3.702848
-75.729863,67.138547,-10.666667,15.725943,-5.059276
38.094909,54.654363,52,14.993072,-66.993072
38.419494,11.737195,-5.333333,-29.665897,34.99923
-6.533735,-28.320477,57.333333,-30.398768,-26.934565
82.711799,-83.308632,0,28.86836,-28.86836
-77.661573,-80.123638,-57.333333,-15.790608,73.123941
79.871912,27.362876,5.333333,-17.100847,11.767513
27.111835,-7.218365,-52,42.166282,9.833718
59.94852,-79.669328,10.666667,41.43341,-52.100077
-36.497294,-86.781284,-46.666667,-3.225558,49.892225
-64.799309,26.210806,16,-3.95843,-12.04157
62.15398,26.189287,-41.333333,54.731332,-13.397998
55.806866,44.834734,21.333333,-49.927637,28.594303
51.226644,-70.507263,-36,9.339492,26.660508
-32.814729,39.990903,26.666667,8.60662,-35.273287
-76.685397,-62.205576,-30.666667,-36.052348,66.719015
-74.934579,-67.331414,32,-37.362587,5.362587
74.178696,-67.180922,-25.333333,21.904542,3.428791
11.317744,61.511391,37.333333,21.171671,-58.505004
-21.155415,50.901178,-20,-23.487298,43.487298
-28.913845,-20.547718,43.333333,-24.553503,-18.779831
-80.675438,50.123936,-14,34.713626,-20.713626
-78.980043,-84.879297,48.666667,-70.52271,21.856043
-41.788024,52.503061,-8.666667,-11.255581,19.922248
3.473053,1.480018,54,-11.988453,-42.011547
43.356257,-60.603708,-3.333333,47.278676,-43.945343
-66.121675,-81.044075,59.333333,-57.380293,-1.953041
89.002984,-86.235411,2,1.309469,-3.309469
41.417845,29.855707,-55.333333,60.576597,-5.243264
9.804056,-47.003914,7.333333,-44.082371,36.749038
8.183237,-54.602239,-50,15.184758,34.815242
-63.511551,61.039964,12.666667,14.451886,-27.118553
88.33036,87.602546,-44.666667,73.719015,-29.052348
85.945188,79.307231,18,-31.517321,13.517321
43.165043,-37.320298,-39.333333,27.749808,11.583526
-37.642743,72.161182,23.333333,27.016936,-50.350269
-14.217801,67.595391,-34,-17.642032,51.642032
-52.086607,-12.919638,28.666667,-18.374904,-10.291763
73.526725,-23.530007,-28.666667,40.314858,-11.648191
-51.846865,-82.374112,34,-64.344111,30.344111
-68.782455,79.386881,-23.333333,-5.076982,28.410316
-17.207487,12.584013,39.333333,-5.809854,-33.52348
-73.058916,-27.175638,-18,53.457275,-35.457275
-80.794589,-82.815047,44.666667,-51.201694,6.535027
-72.561145,70.444921,-12.666667,7.488068,5.178599
19.717412,36.03511,50,6.755196,-56.755196
13.678707,-33.823629,-7.333333,-37.903772,45.237105
-21.00287,-44.66404,56,-38.969977,-17.030023
86.104742,-84.621642,-1.333333,20.297152,-18.963818
72.03456,74.615386,-58.666667,78.986913,-20.320246
64.527451,25.080814,4,-25.672055,21.672055
16.173255,-21.964196,-53.333333,33.595073,19.73826
-87.818743,88.877896,9.333333,32.862202,-42.195535
29.232793,77.289546,-48,-11.796767,59.796767
-75.654602,-1.15316,14.666667,-13.107005,-1.559661
50.027213,0.419966,-42.666667,46.160123,-3.493457
11.709757,-73.794414,20,-58.498845,38.498845
58.548272,-81.886372,-37.333333,0.768283,36.56505
-41.728879,26.450368,25.333333,0.035412,-25.368745
86.73777,79.099285,-32,59.30254,-27.30254
83.004842,80.824274,30.666667,-45.933795,15.267129
71.697641,-73.328113,-26.666667,13.333333,13.333333
-7.588664,44.560879,36,12.600462,-48.600462
-51.837564,-31.15944,-21.333333,-32.058507,53.39184
-45.553086,-40.108235,41.333333,-32.791378,-8.541955
-87.279567,83.334786,-16,25.898383,-9.898383
54.387843,74.020352,46.666667,25.165512,-71.832179
-30.286024,48.327399,-10.666667,-19.493457,30.160123
-6.009999,-10.274967,52,-20.226328,-31.773672
59.12133,-65.678765,-5.333333,39.040801,-33.707467
66.964338,79.954648,57.333333,-65.618168,8.284834
79.115736,-22.152412,0,-6.928406,6.928406
27.391453,10.63958,-57.333333,52.338722,4.994611
27.348994,-62.049445,5.333333,-52.320246,46.986913
-10.469219,-69.470385,-52,6.946882,45.053118
-68.856046,52.048059,11.333333,5.880677,-17.214011
67.620741,53.120619,-46,64.570439,-18.570439
66.623034,48.66058,16.666667,-40.08853,23.421863
36.405593,-51.503605,-40.666667,19.178599,21.488068
-40.007424,58.085069,22,18.445727,-40.445727
-65.456165,-55.039824,-35.333333,-26.213241,61.546574
-67.697263,-43.02985,27.333333,-27.52348,0.190146
65.481038,-41.379416,-30,31.743649,-1.743649
22.671284,80.037575,32.666667,31.010778,-63.677444
-39.081184,68.57418,-24.666667,-13.648191,38.314858
-28.039426,-2.086793,38,-14.381062,-23.618938
-84.478344,4.636662,-19.333333,44.886066,-25.552733
68.67903,73.634997,43.333333,-60.350269,17.016936
-65.049812,69.675757,-14,-1.083141,15.083141
4.545826,18.25485,48.666667,-1.816012,-46.850654
-49.671335,-15.925691,-8.666667,-46.474981,55.141647
-44.233842,-63.083003,54,-47.207852,-6.792148
82.69312,-74.05182,-3.333333,11.481909,-8.148576
47.734202,51.207811,59.333333,10.749038,-70.082371
47.085407,19.456583,2,-33.909931,31.909931
5.081127,-36.644574,-55.333333,25.357198,29.976135
-78.706095,80.619846,7.333333,24.624326,-31.95766
